,text,state,date,star,hp_data
0,Water is coming,"Certified Buyer, Chirala",6 days ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
1,Side body over when use lo cooling ... please don't buy this product..,"Certified Buyer, Anakapalli District",21 days ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
2,Not cooling fast bad quality... Im not happy,"Certified Buyer, Samastipur District",27 days ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
3,"Not up to the mark, it is producing too much sound like a cut cut, it seems to me that something is broken inside the compressor. Horrible I will not recommend to buying this, if you go for Samsung it is actually a waste of money to spoil your sleep at night due to the horrific sound.","Certified Buyer, Presidency Division",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
4,Worst product,"Certified Buyer, Bathinda",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
5,Out side heating,"Certified Buyer, Bhiwadi",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
6,Damaged,"Certified Buyer, Siddharthnagar District",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
7,The product is very good delivery boy behavior is also so good,"Certified Buyer, Agartala",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
8,Refridgerator got heat at both sides,"Certified Buyer, Salem",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
9,Very poor experience,"Certified Buyer, Basirhat",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
10,Poor,"Certified Buyer, Jharia Khas",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
11,Very bad,"Certified Buyer, Sultanpur District",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
12,Dear all please don't buy. Waste of money,"Certified Buyer, Bengaluru",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
13,"Over Heat
No Buy
Customer care Not Support 👎
Samsung Best' Company
But This Model Worst Product","Certified Buyer, Tiruchirappalli",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
14,Bad,"Certified Buyer, Kolkata",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
15,Very poor products Samsung company,"Certified Buyer, Telipara Tea Garden",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
16,"Water leakage from the front door. tray size below the freezer small, so water is leaking from front when power is off","Certified Buyer, Vizianagaram District",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
17,"Very bad
Not properly working
Access Water leakage.
Waste of money
Return policy is to bad","Certified Buyer, Madhubani District",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
18,Not Good. .heating problem,"Certified Buyer, Dhampur",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
19,Too much ice. Defrost system looks fake. Getting Electric Shock while touching side body.,"Certified Buyer, Madhupur",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
20,"This is not working as 0 cooling and no support,after one month alos no support","Certified Buyer, Chittoor District",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
21,Very bed,"Certified Buyer, Rewari",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
22,Short circuit continue,"Certified Buyer, New Delhi",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
23,Company Name big but performance 👎,"Certified Buyer, Lucknow",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
24,Heavy noise like helicopter and vibration,"Certified Buyer, Palakurthy",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
25,"Poor handling by delivery persons, looked fine on delivery day but the next day the glasses inside started to shatter into pieces. My heart broke when the delivery person threw the fridge like foodball from tempo.","Certified Buyer, Bengaluru",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
26,"After 4 days the refrigerator is not working properly. There is in the power supply problem. When I want to replace the refrigerator isn't replace exchange or refund. I suggest all of you, please don't purchase from Flipkart.","Certified Buyer, Palwal District",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
27,Small amount of current passing in back portion,"Certified Buyer, Arrah",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
28,"Worst experience with the Flipkart merchant and Bank options

Which was shown as no cost EMI, later charged 1000 rupees extra.
Worst experience with customer care also no response both from Flipkart and banker","Certified Buyer, Ysr District",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
29,The product not good very disappointed its not freeze properly and back side and side body very hot while it's running,"Certified Buyer, Beldanga",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
30,3 month problem,"Certified Buyer, Dharmapuri District",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
31,Heating issue,"Certified Buyer, Purba Medinipur District",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
32,But my health was damaged when I'm using fridge some fridges are not good for our health,"Certified Buyer, Visakhapatnam",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
33,Very bad,"Certified Buyer, Taliparamba",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
34,Fridge is very Heating both sides.,"Certified Buyer, Mahbubnagar",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
35,Not good service from the Flipkart nor the product is good,"Certified Buyer, Kalaburgi",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
36,No cooling,"Certified Buyer, Malda",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
37,"Bad product
Worst of Manny","Certified Buyer, Jamnagar",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
38,Waste,"Certified Buyer, Bhadrachalam",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
39,After using of 20 days getting electric shock don't buy this,"Certified Buyer, Tirupati",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
40,Very wost,"Certified Buyer, Nagapattinam District",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
41,Don't buy waste of money use less product not worth of money,"Certified Buyer, Visakhapatnam",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
42,Good product,"Certified Buyer, Kashinagara",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
43,Product bad quality page outside full heating 👎👎👎👎,"Certified Buyer, Gulbarga District",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
44,Product is very good only flipkart service is pathetic,"Certified Buyer, Konkan Division",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
45,Damaged,"Certified Buyer, Kamareddy District",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
46,Warest prodct,"Certified Buyer, Pavagada",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
47,Not Cooling Fast,"Certified Buyer, Lower Assam Division",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
48,Very bad experience 😕 fridge is more heating🔥,"Certified Buyer, Rasipuram",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
49,There is noise in compressor at start and there noise/vibration at sidewalls.,"Certified Buyer, Jalgaon District",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
50,Inner quality very poor,"Certified Buyer, Kalwakurthy",6 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
51,Very poor quality,"Certified Buyer, Cuddalore",6 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
52,This product value money ok,"Certified Buyer, Siwan",6 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
53,"Don't buy, not enough cooling in fridge.","Certified Buyer, Hyderabad",7 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
54,Inside light not working after only 1 month,"Certified Buyer, Bengaluru",8 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
55,Damaged,"Certified Buyer, Prakasam District",8 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
56,Very very bad and poor,"Certified Buyer, Pipiganj",8 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
57,Side heating problem and door bottom finished not properly,"Certified Buyer, Bengaluru",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
58,Ofter 6 days it's not working give my money back 😡😡😡😡,"Certified Buyer, Mysuru",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
59,I am Not Satisfied this Refrigerator very Bad Product Low Quality Product,"Certified Buyer, Davanagere",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
60,Heating problem,"Certified Buyer, Motipur",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
61,Not it's bad 👎 prodect,"Certified Buyer, Srinivasa Pura",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
62,"Refrigerator body touch to sound like wire burning
I'm so disappointing 😔😔😔","Certified Buyer, Erode",10 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
63,Refrigerator is consumeing very high electricity.,"Certified Buyer, Chittaurgarh",10 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
64,"Product is okay, but Flipkart experience pathetic and third class experience.","Certified Buyer, Kalyan",10 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
65,Very terrible product,"Certified Buyer, New Delhi",10 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
66,Very good product,"Certified Buyer, Srikalahasti","Aug, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
67,Not good moisture problem,"Certified Buyer, New Delhi","Aug, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
68,Product is damaged,"Certified Buyer, Pune","Jul, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
69,Worst Experience with in 3 days refrigerator is not working,"Certified Buyer, Chittoor District","Jul, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
70,"Very bad product it's body very chip and when touch it body it give electric shock
Plz don't buy","Certified Buyer, Jaipur","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
71,Very bad product Samsung service system very 😞 product purchase 28/04/23 item issue power not on,"Certified Buyer, Byasanagar","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
72,very bad products don't buy,"Certified Buyer, Rohtak","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
73,Poor product no work this product,"Certified Buyer, Ganjam District","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
74,"Worst experience. I request to all of you, never use flipkart for any product.
My humble request to avoid using flipkart platform for online purchasing.","Certified Buyer, Patna","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
75,Light not working.,"Certified Buyer, Thoothukkudi","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
76,Worrest not cooling after 30 days review don't waste money go by tata voltus refrigerator,"Certified Buyer, Warangal","May, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
77,"Samsung fridge 183 L this verry bad
Noice and vibration 📳","Certified Buyer, Islampur","May, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
78,There is no space for water bottles,"Certified Buyer, Hyderabad","May, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
79,"Useless product after 6 months oil likage from d fridge and service person took service charges as well as parts repair charges instead of in the warranty of rhe refrigerator.....
Very very unpleasant service from Samsung....","Certified Buyer, Dumka","May, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
80,Wrost product and send me bill of it,"Certified Buyer, Gurugram","Apr, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
81,Very nice,"Certified Buyer, Kheri District","Apr, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
82,"My hard earned money Wasted here.
Refrigerator has a big issue with side heating
Just too much heating issue
Really Disappointed","Certified Buyer, Bally","May, 2023",2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
83,Heating issue always..,"Certified Buyer, Hirakud",6 days ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
84,In emergency room scratch,"Certified Buyer, Santirbazar",27 days ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
85,Goat sale... fake exchange value bad.. delivery experience bad. product just ok...👎,"Certified Buyer, Trivandrum",30 days ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
86,Samsung refrigerator are heated too much so i suggest dont buy this product,"Certified Buyer, Greater Noida",1 month ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
87,I am not expected,"Certified Buyer, Jsw Steel Plant Township",1 month ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
88,Bad color,"Certified Buyer, Darbhanga District",1 month ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
89,Doorsight not calling,"Certified Buyer, Nayagarh District",2 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
90,"Very bad not available Flipkart customer support
So don't buy online","Certified Buyer, Siliguri",2 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
91,"Very nice product, I love it...","Certified Buyer, Maithon",2 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
92,Cooling problem in this fridge..,"Certified Buyer, Purba Bardhaman District",2 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
93,This refrigrator is getting too much heat,"Certified Buyer, Pithampur",2 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
94,Bad quality.... don't buy,"Certified Buyer, Buldana District",3 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
95,Very low built quality...,"Certified Buyer, Bannur",3 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
96,Bad experience,"Certified Buyer, Gurugram",4 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
97,Very hitting body after 2 to 3 hour continue on.,"Certified Buyer, Kachchh District",4 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
98,Nicr,"Certified Buyer, Vellore",5 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
99,"More heat produced by left and right side of refrigerator
vegetables slot is very small
And egg slot are so big so water bottle are not adjust
And major problem is in below the freezer section their is very small slot so we didn't use","Certified Buyer, Solapur District",5 months ago,2,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
100,Push button not working,"Certified Buyer, Nagpur",2 months ago,3,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
101,3 month problem,"Certified Buyer, Dharmapuri District",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
102,Best,"Certified Buyer, Dewas",18 days ago,5,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
103,Fantastic waoo,"Certified Buyer, Fatwah",2 months ago,5,"SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer with Digital Inverter  (Camellia Blue, RR20C1824CU/HL)"
104,Average,"Certified Buyer, Siddharthnagar District",28 days ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
105,Not good,"Certified Buyer, Dibrugarh",1 month ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
106,The installation guy kept us on hold saying he is coming and stopped taking calls. The customer support is also helpless as the services are outsourced and they don't have technician no. Please provide precise timing as people cannot wait entire day and waist time.,"Certified Buyer, Vasco Da Gama",1 month ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
107,Don't purchase,"Certified Buyer, Bengaluru",1 month ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
108,Bad experience my problem was not solved disappointed 😞,"Certified Buyer, Hosdurga",2 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
109,"I received the damaged refrigerator. When i returned the item, they responded after 4 days, and they are saying we will replace it in 72 hours. But they were not replaced. Please don't buy this product.","Certified Buyer, Hyderabad",2 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
110,Worst product every day a new problem faced,"Certified Buyer, Patna",2 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
111,This product not good and working very bad don't buy the p,"Certified Buyer, Sri Potti Sriramulu Nellore District",3 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
112,Good product,"Certified Buyer, Muzaffarpur District",3 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
113,Good product but installation not completed by team in time and was no such installation requirement or advice .,"Certified Buyer, Puri",3 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
114,Very bad side heavy heating Samsung's engineer not help,"Certified Buyer, Durgapur",3 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
115,Bad product,"Certified Buyer, Kolar District",3 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
116,Good to bye for only own house owner,"Certified Buyer, East Godavari District",4 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
117,Received defective product. The freezer is cooling but the lower part of the fridge isn't,"Certified Buyer, Jath",4 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
118,Vegetable drawer unbale to fully close,"Certified Buyer, Pune",4 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
119,Bad,"Certified Buyer, Ghaziabad",4 months ago,1,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
