,text,state,date,star,hp_data
197,Sometimes lack in changing cooling function and overall good fridge,"Certified Buyer, Sakaldiha","Jun, 2023",3,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
198,Ok,"Certified Buyer, Sheikhpura","Apr, 2023",3,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
199,Product and delivery is good but installation is very very bad.,"Certified Buyer, Bahadur Mout","Mar, 2023",3,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
200,Osam product,"Certified Buyer, Hugli District",2 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
201,"The fridge is good for family of 4 to 5, the fridge performance is good. Quick cooling and very low to almost negligible noise while running. The design is neat and simple. Water trays are big and sufficient for 2 litre bottles. Ample space for keeping large bowls but vegetable tray capacity is a bit small.","Certified Buyer, Warangal",7 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
202,"The fridge is Good for a media family.
Cooling is awesome.
But the size of the race in door are small we can even but a 200ml drink bottle.
I bought 256l 2 star fridge and its good enough for my family.
vegetable box needed to be big.
Options are very user friendly.","Certified Buyer, Telikicherla","Apr, 2023",4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
203,Satisfied with the quality👍🏼,"Certified Buyer, Kanjikode Industrial Area",10 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
204,Value for money,"Certified Buyer, Ramnagar","May, 2023",5,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
205,I don't have photo now but it's great refrigerators value for money and nice design,"Certified Buyer, Nokha",10 months ago,5,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
206,Good,"Certified Buyer, Kurnool District",2 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
207,Nice product 😃,"Certified Buyer, Nava Bhildi",2 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
208,V good,"Certified Buyer, Faridabad",2 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
209,Super good,"Certified Buyer, Hindupur",2 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
210,Coil outside for 3star rating..,"Certified Buyer, Tiruppur",2 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
211,good product,"Certified Buyer, Eluru",2 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
212,Great product,"Certified Buyer, Sangli Miraj Kupwad",10 months ago,5,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
213,Good and cooling,"Certified Buyer, Kanpur",3 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
214,Nice product,"Certified Buyer, Barh",10 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
215,Awesome Fridge 💯🔥❤️,"Certified Buyer, Prayagraj",3 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
216,"Nice product by Samsung.
True value for money.","Certified Buyer, Khairthal",3 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
217,It's one of the best in this price category,"Certified Buyer, Rajpur Sonarpur",3 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
218,It's too bee nice product and Samsung installation also very good.,"Certified Buyer, Ahmedabad",3 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
219,Worth of money,"Certified Buyer, Kanpur",3 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
220,Nice Product 👌👌,"Certified Buyer, Shahjahanpur","Jul, 2023",5,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
221,Very impressive and noiseless,"Certified Buyer, Jaipur",3 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
222,💯Nice quality Samsung refrigerator good performance।।thanks Flipkart,"Certified Buyer, Bankura",10 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
223,A very nice product for the money I liked this productduct.,"Certified Buyer, Angul",3 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
224,Over all gud in this prize,"Certified Buyer, Saharanpur","May, 2023",4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
225,Product is good go for it but buy it on a sale,"Certified Buyer, Rajnandgaon",5 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
226,Good,"Certified Buyer, Purba Champaran District",11 months ago,5,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
227,"The fridge is Good for a media family.
Cooling is awesome.
But the size of the race in door are small we can even but a 200ml drink bottle.
I bought 256l 2 star fridge and its good enough for my family.
vegetable box needed to be big.
Options are very user friendly.","Certified Buyer, Telikicherla","Apr, 2023",4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
228,"I'm loving it, nice product.
1. Forming ice out of water may take an hour or two.
2. Cooling liquid within half an hour. Liquid like water soft drinks etc.
3. Water Outlet is missing from the freezer that would be annoying.","Certified Buyer, Deoria",6 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
229,Good,"Certified Buyer, Nellore",1 month ago,5,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
230,Good refrigerator for a single family + great features at this price + 3 star rating + simple design+ easy to operate,"Certified Buyer, Noida",6 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
231,Good product but cost high 27000,"Certified Buyer, Bhadrachalam",6 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
232,Good 👌🏻,"Certified Buyer, Dharmapuri",6 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
233,Good material,"Certified Buyer, Nagapattinam",7 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
234,"It's a good refrigerator deal for a family of 4 members.
Pros :
Convertible option
3 star power consumption rating
Samsung service","Certified Buyer, Chikkaballapura District",7 months ago,4,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
235,"Awesome 💯
Good performance i always love this Samsung fridges only
My old Fridge and new Fridge are working Fab
My old Fridge done 11 years which is working like new one that i buy from shop","Certified Buyer, Kalaburgi","Aug, 2023",5,"SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)"
236,Water is coming,"Certified Buyer, Chirala",6 days ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
237,Side body over when use lo cooling ... please don't buy this product..,"Certified Buyer, Anakapalli District",21 days ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
238,Not cooling fast bad quality... Im not happy,"Certified Buyer, Samastipur District",27 days ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
239,"Not up to the mark, it is producing too much sound like a cut cut, it seems to me that something is broken inside the compressor. Horrible I will not recommend to buying this, if you go for Samsung it is actually a waste of money to spoil your sleep at night due to the horrific sound.","Certified Buyer, Presidency Division",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
240,Worst product,"Certified Buyer, Bathinda",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
241,Out side heating,"Certified Buyer, Bhiwadi",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
242,Damaged,"Certified Buyer, Siddharthnagar District",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
243,The product is very good delivery boy behavior is also so good,"Certified Buyer, Agartala",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
244,Refridgerator got heat at both sides,"Certified Buyer, Salem",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
245,Very poor experience,"Certified Buyer, Basirhat",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
246,Poor,"Certified Buyer, Jharia Khas",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
247,Very bad,"Certified Buyer, Sultanpur District",1 month ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
248,Dear all please don't buy. Waste of money,"Certified Buyer, Bengaluru",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
249,"Over Heat
No Buy
Customer care Not Support 👎
Samsung Best' Company
But This Model Worst Product","Certified Buyer, Tiruchirappalli",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
250,Bad,"Certified Buyer, Kolkata",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
251,Very poor products Samsung company,"Certified Buyer, Telipara Tea Garden",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
252,"Water leakage from the front door. tray size below the freezer small, so water is leaking from front when power is off","Certified Buyer, Vizianagaram District",2 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
253,"Very bad
Not properly working
Access Water leakage.
Waste of money
Return policy is to bad","Certified Buyer, Madhubani District",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
254,Not Good. .heating problem,"Certified Buyer, Dhampur",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
255,Too much ice. Defrost system looks fake. Getting Electric Shock while touching side body.,"Certified Buyer, Madhupur",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
256,"This is not working as 0 cooling and no support,after one month alos no support","Certified Buyer, Chittoor District",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
257,Very bed,"Certified Buyer, Rewari",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
258,Short circuit continue,"Certified Buyer, New Delhi",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
259,Company Name big but performance 👎,"Certified Buyer, Lucknow",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
260,Heavy noise like helicopter and vibration,"Certified Buyer, Palakurthy",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
261,"Poor handling by delivery persons, looked fine on delivery day but the next day the glasses inside started to shatter into pieces. My heart broke when the delivery person threw the fridge like foodball from tempo.","Certified Buyer, Bengaluru",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
262,"After 4 days the refrigerator is not working properly. There is in the power supply problem. When I want to replace the refrigerator isn't replace exchange or refund. I suggest all of you, please don't purchase from Flipkart.","Certified Buyer, Palwal District",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
263,Small amount of current passing in back portion,"Certified Buyer, Arrah",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
264,"Worst experience with the Flipkart merchant and Bank options

Which was shown as no cost EMI, later charged 1000 rupees extra.
Worst experience with customer care also no response both from Flipkart and banker","Certified Buyer, Ysr District",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
265,The product not good very disappointed its not freeze properly and back side and side body very hot while it's running,"Certified Buyer, Beldanga",3 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
266,3 month problem,"Certified Buyer, Dharmapuri District",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
267,Heating issue,"Certified Buyer, Purba Medinipur District",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
268,But my health was damaged when I'm using fridge some fridges are not good for our health,"Certified Buyer, Visakhapatnam",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
269,Very bad,"Certified Buyer, Taliparamba",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
270,Fridge is very Heating both sides.,"Certified Buyer, Mahbubnagar",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
271,Not good service from the Flipkart nor the product is good,"Certified Buyer, Kalaburgi",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
272,No cooling,"Certified Buyer, Malda",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
273,"Bad product
Worst of Manny","Certified Buyer, Jamnagar",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
274,Waste,"Certified Buyer, Bhadrachalam",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
275,After using of 20 days getting electric shock don't buy this,"Certified Buyer, Tirupati",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
276,Very wost,"Certified Buyer, Nagapattinam District",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
277,Don't buy waste of money use less product not worth of money,"Certified Buyer, Visakhapatnam",4 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
278,Good product,"Certified Buyer, Kashinagara",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
279,Product bad quality page outside full heating 👎👎👎👎,"Certified Buyer, Gulbarga District",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
280,Product is very good only flipkart service is pathetic,"Certified Buyer, Konkan Division",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
281,Damaged,"Certified Buyer, Kamareddy District",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
282,Warest prodct,"Certified Buyer, Pavagada",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
283,Not Cooling Fast,"Certified Buyer, Lower Assam Division",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
284,Very bad experience 😕 fridge is more heating🔥,"Certified Buyer, Rasipuram",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
285,There is noise in compressor at start and there noise/vibration at sidewalls.,"Certified Buyer, Jalgaon District",5 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
286,Inner quality very poor,"Certified Buyer, Kalwakurthy",6 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
287,Very poor quality,"Certified Buyer, Cuddalore",6 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
288,This product value money ok,"Certified Buyer, Siwan",6 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
289,"Don't buy, not enough cooling in fridge.","Certified Buyer, Hyderabad",7 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
290,Inside light not working after only 1 month,"Certified Buyer, Bengaluru",8 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
291,Damaged,"Certified Buyer, Prakasam District",8 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
292,Very very bad and poor,"Certified Buyer, Pipiganj",8 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
293,Side heating problem and door bottom finished not properly,"Certified Buyer, Bengaluru",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
294,Ofter 6 days it's not working give my money back 😡😡😡😡,"Certified Buyer, Mysuru",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
295,I am Not Satisfied this Refrigerator very Bad Product Low Quality Product,"Certified Buyer, Davanagere",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
296,Heating problem,"Certified Buyer, Motipur",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
297,Not it's bad 👎 prodect,"Certified Buyer, Srinivasa Pura",9 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
298,"Refrigerator body touch to sound like wire burning
I'm so disappointing 😔😔😔","Certified Buyer, Erode",10 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
299,Refrigerator is consumeing very high electricity.,"Certified Buyer, Chittaurgarh",10 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
300,"Product is okay, but Flipkart experience pathetic and third class experience.","Certified Buyer, Kalyan",10 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
301,Very terrible product,"Certified Buyer, New Delhi",10 months ago,1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
302,Very good product,"Certified Buyer, Srikalahasti","Aug, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
303,Not good moisture problem,"Certified Buyer, New Delhi","Aug, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
304,Product is damaged,"Certified Buyer, Pune","Jul, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
305,Worst Experience with in 3 days refrigerator is not working,"Certified Buyer, Chittoor District","Jul, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
306,"Very bad product it's body very chip and when touch it body it give electric shock
Plz don't buy","Certified Buyer, Jaipur","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
307,Very bad product Samsung service system very 😞 product purchase 28/04/23 item issue power not on,"Certified Buyer, Byasanagar","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
308,very bad products don't buy,"Certified Buyer, Rohtak","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
309,Poor product no work this product,"Certified Buyer, Ganjam District","Jun, 2023",1,"SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (HIMALAYAN POPPY BLUE, RR20D2825HV/NL)"
