,text,state,date,star,hp_data
0,Product is making loud rattling noise,"Certified Buyer, Pune",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
1,"Very bad experience with installation.
Product is delivered on 5th oct. And today on 10th oct the status is shown that the installation cancelled.
It's too worst service is providing the flipkart.
Not expected.","Certified Buyer, Vashind","Oct, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
2,"The touch pad of the machine has issues from day
Machine stops working in middle very bad experience","Certified Buyer, Mumbai",2 days ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
3,Not satisfied,"Certified Buyer, Vijayawada",10 days ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
4,"After 2 days using having issue of water supply and when I complain to customer care worst response, 1 week happen but still technician not came .... Worst service by samsung plz don't buy... Better go for Other company.","Certified Buyer, Hyderabad",13 days ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
5,"Installation service not handled well, trained professionals should be assigned for this task. In my case they just gone through the display functions, clicked their necessary job photo and went off as they were not able to solve water leakage, tap issue.","Certified Buyer, Hyderabad",13 days ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
6,It stopped working within just 10 days. The drum is not spinning. Bad quality product. Samsung is the worst.,"Certified Buyer, Baleshwar District",16 days ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
7,"Genuine review:

Samsung 8.0 kg , the quality of drum is very poor. very light. Not so strong . When knock on the drum, the sound itself speaks of low quality. I had 7.5 kg MARQ front load washing machine. Very robust, drum strong, good build quality. Outer front body got rust with time. It ran 5 years. 2 times per day. 365 days for 5 years.

The door nut and bolt and its fixation with the machine body is of poor quality. If by mistake if you open the door with jolt/ by force, to its maximu...
READ MORE","Certified Buyer, Purba Medinipur",17 days ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
8,Not happy with the installation. Worst customer service. Also the quality of washing is not up to the mark. Washing quality i.e Stain removing is very less when compared to Bosch washing machine.,"Certified Buyer, Krishnagiri District",20 days ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
9,Worst design and worst installation.....,"Certified Buyer, Nagari",28 days ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
10,Worst product ever..I could not used this product for one month..,"Certified Buyer, Chakdaha",2 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
11,Good Product with bad installation by jeeves,"Certified Buyer, Hyderabad",3 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
12,Not Working,"Certified Buyer, Ernakulam",4 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
13,"From the first day, machine is vibrating abnormally. I have also raised the complaint at Samsung help centre. Even after 7 days of complaint, the issue is not resolved yet. Worst service by Samsung.","Certified Buyer, Umred",4 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
14,"Machine is good, installation guy is very worst service, not a technical person,only money minded person, jeeves customer service very worst.i am very disappoint for installation, he only get OTP so complete the work, next day local guy come and install the machine properly so good working for machine,Flipkart is very good.","Certified Buyer, Bengaluru",5 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
15,"The installation part was pathetic, the technician was totally unaware about the procedure and unable to do even basic things , the things done by him can be done by anyone instead of such technician DIY is better","Certified Buyer, Ramanathapuram District",5 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
16,Vibration and noise while operation is very high. Its sound is so high that the entire neighborhood can hear. Don't purchase this product.,"Certified Buyer, Bilaspur",5 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
17,"Worst experience, the seller rejects exchange","Certified Buyer, Dharmapuri",6 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
18,Price dropped not value for money,"Certified Buyer, Tumakuru",6 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
19,"Please don't buy this washing machine there are no features as mentioned in the site, it gets more vibration with irritating sound its a waste of money please go for any other washing machine 🙏","Certified Buyer, Bengaluru",6 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
20,"I am buying washing machine 2 months back
1 month is good working now is making noise like generator technician it will come but he is telling 1400 RPM its same sound but one month back it's running smoothly but now high sound not good quality please don't buy","Certified Buyer, Mandya District",6 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
21,Daily wash mode Last 15 min noise is soo loud. It's not good,"Certified Buyer, Sultanpur",6 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
22,Poor service from Samsung. Installation and demo was pathetic. Technician unpacked the product. No proper testing and No proper demo performed. This sort of After sales from Samsung was unexpected. Not at all happy and the service from Samsung seems to be a big concern.,"Certified Buyer, Hyderabad",6 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
23,Worst product and worst customer support from Flipkart,"Certified Buyer, Betul",7 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
24,I am not like this item,"Certified Buyer, Chennai",7 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
25,Product was very good... But the delivery boy was very rude... I m shock how Flipkart appointment such ridiculous person for delivery product... I would like to give him -10 star... Very much disappointed with him...,"Certified Buyer, Pune",8 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
26,Very worst performance heavy noises,"Certified Buyer, Krishnagiri District",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
27,"Installation engineer is not done any installation and simply took photo and went back. After sometime I got message installation is done.
Asking money please raise for reinstallation.
Don't send rude guys for work next time.","Certified Buyer, Bagalkot",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
28,I need replacement machine not working properly,"Certified Buyer, Vuyyuru",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
29,"Better go for IFB, no care after sales. Although Samsung is a renowned brand, its washing machine is not sturdy compared to IFB.","Certified Buyer, Gorakhpur",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
30,Waste of money,"Certified Buyer, Bhopal",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
31,Bad Item,"Certified Buyer, Gir Somnath District",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
32,Washing machine is damaging the clothes. Dazling of the clothes are going down.,"Certified Buyer, Pune",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
33,worst product,"Certified Buyer, Lucknow",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
34,Product is very good but replacement process very delayed.. very worst..,"Certified Buyer, Ankleshwar",9 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
35,More Vibration and moving. Poor installation worst,"Certified Buyer, Chennai",10 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
36,"Still not installing , phone switch off","Certified Buyer, Jaipur",10 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
37,It sounds like road roller. Horrible sound when it spins,"Certified Buyer, Tirupati",10 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
38,"The delivery partner was very rude. He didn't allow us to open the box, although it was an open box delivery. He kept the heavy box on the road and didn't even bothered to carry it upto the room.","Certified Buyer, North Twenty Four Parganas District",10 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
39,Takes very less water just like sprinkling water. And also Stopped working for exactly after 1 year 4days. Go for IFB even if it costs more however it is 1 time investment.,"Certified Buyer, Nirmal",10 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
40,Short Drain Pipe is big blow for me. It is not widely available and installation engineer has not carried. Hope it is not designed to leave drain water on floor. It is tightly fitted in body and can not use until I plug additional pipe myself.,"Certified Buyer, Kalyan",10 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
41,problem,"Certified Buyer, Hugli District",10 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
42,3rd class product,"Certified Buyer, Sangli District",10 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
43,Very badly and defective product,"Certified Buyer, Mayiladuthurai",11 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
44,Lot of vibration and drum not working only using 3months waste of money,"Certified Buyer, Hyderabad",11 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
45,Washing machine drum spider broken within one year,"Certified Buyer, Ahmedabad",11 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
46,"Guys please don't buy try to understand cloths are not washing properly just 1 month,
worst product 32,000 rs waste of money
cloths proper ga wash cheyyatledu muriki kuda povatledu just water lo vesi tisinattlu unnai","Certified Buyer, Jammalamadugu",11 months ago,1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
47,Child lock not Available........,"Certified Buyer, Kendujhar","Aug, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
48,"After installation n demo given by engineer, i operated machine for very 1st wash with only 2 pair of cloths and i m unsatisfied with my newly purchased machine. Drum of machine / something inbuilt part is making lot of noise in washing cycle of every single spin, from start to end.","Certified Buyer, Belgaum Division","Aug, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
49,Too much noise is coming from this washing machine.during first wash this much noise is observed.I think the seller is selling refurbished products because the internal part found dirty when the technician visits to check the machine.,"Certified Buyer, Kurukshetra","Aug, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
50,Product really well but the installation is too poor,"Certified Buyer, Kallakkurichi District","Aug, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
51,No clarity on installation even after 4 days of follow up after delivery neither the seller nor Flipkart has till date given clarity of installation. While placing order it showed next date installation which is misleading just to push sales,"Certified Buyer, Bangalore","Jul, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
52,"Great product - Poor service. Love the 15 min wash option. Delivery was on time and installation people from Jeeves came the same day. Installation experience however was poor. They just opened the box and removed some studs. That wass it! No fixing of rat guard, no demo. They did not even remove the base packaging completely. Great product-poor service","Certified Buyer, Pune","Jul, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
53,Very bad,"Certified Buyer, Jagalur","Jul, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
54,Not recommended not energy efficient,"Certified Buyer, Gandhidham","Jul, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
55,"Maximum worked well for a year, then started problems. Taking too long for washing and too many errors in between every wash.","Certified Buyer, Kurnool District","Jul, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
56,"Very bad service ,Installation person call 3 times ,but till now came for Installation. I CALLED 10 TIMES ,HE IS NOT RESPONDING OUR CALLS. .VERY BAD. WHOLE DAY WE WAITED FOR PERSON NOW FLIPKART person not responding..Very disappointed.","Certified Buyer, Pune","Jun, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
57,No ecobabul wash,"Certified Buyer, Chennai","Jun, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
58,worst experience ever,"Certified Buyer, Bengaluru","Jun, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
59,"Very bad experience, really didn't expect this from Flipkart. My favourite shoping app for electric devices. Taken long time and bad product. The motor is stucked in box piece. Very disappointment.","Certified Buyer, West Godavari District","Jun, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
60,Flipkart has not been able to provide any resolution after weeks for a defective product delivered. There is bad odor in clothes after washing. Less odor for very small load but even with half load the machine can't wash clothes and has very bad smell and clothes need to be washed multiple times.,"Certified Buyer, Bengaluru","May, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
61,"I had used LG front load earlier for 13 years. Never an issue except a few small ones couple of times.
This Samsung washing machine seems either defective sold by flipkart or worst engineering. So much vibration. It feels like the Waching machine will turn upside down.","Certified Buyer, Hyderabad","May, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
62,Waste of time,"Certified Buyer, Pittlavalasa","May, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
63,"Waste of money, very complicated low performance also expensive in buying and daily use. Poor demonstrating unskilled engineer.","Certified Buyer, Dharuhera","May, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
64,Wifi not working,"Certified Buyer, Badamba","May, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
65,"Brand installation was very poor
Tech doesn't know how to turn on the machine
AI machine guidance and knowledge was not there
Also didn't screw the bottom piece and the water tube was not fixed in the wall with the provided u bend","Certified Buyer, Chennai","Apr, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
66,Very bad quality of this product,"Certified Buyer, Faizabad District","Apr, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
67,Please dont buy this product from flipkart. Installation team is looting money for water filter for washing machine and they are not giving receipt for the same. Fraud installation team Jeevs. And flipkart team also not helping me in getting invoice.,"Certified Buyer, Hyderabad","Mar, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
68,"Motor not running . Installation day,","Certified Buyer, Davanagere","Mar, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
69,"Samsung again cheating customers because of Samsung showing digital inverter technology in screenshot motor is directly attached to drum but when we see motor digital inverter technology,it is not directly attached to the drum. It is a built technology only. I am completely disappointed after seeing internal parts.","Certified Buyer, Tirupati","Mar, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
70,Main Knob is not functioning... It's running on only one program.. Don't buy,"Certified Buyer, Asifabad","Mar, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
71,The front glass has been blasted automatically after using it 6 months.,"Certified Buyer, Ahmedabad","Mar, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
72,"Product is not working after 2 months, it's not good product, don't buy it, no one is resolve my issue","Certified Buyer, Bengaluru","Feb, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
73,"After 2 Months it was not working properly.. It jumps from 67 to 46 automatically in cotton mode... and In spin mode the spin cycle is 14 mins if we start the cycle then it was at 11,10,12,06,02 any number if we pause it was automatically jumps 14 min's.... I was contacted to samsung customer care and service centre...... As of now my Issue was not solved...","Certified Buyer, Visakhapatnam District","Feb, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
74,Installation ok but not caring stand Steblizer liquid,"Certified Buyer, Karimnagar","Feb, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
75,"Worst product, doesn't work properly, manufacturing defect and many more issues.","Certified Buyer, Bikaner","Jan, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
76,Waste of mony,"Certified Buyer, Davanagere District","Jan, 2023",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
77,Product is very noise 0001% my raiting out of 1000000,"Certified Buyer, Ranga Reddy","Dec, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
78,Very worst machine and motor also not good not a proper service and delivery we are very sad,"Certified Buyer, K. R. Pet","Nov, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
79,Not satisfied,"Certified Buyer, Krishna District","Nov, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
80,It's making too much noise and moving one place to another place while starting.,"Certified Buyer, New Delhi","Nov, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
81,Power chord damaged within a month,"Certified Buyer, Hyderabad","Oct, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
82,"Drum is too small..But spining time is too Noisy
..i dnt like this wasing machine
Dont Buy this Product..","Certified Buyer, Balasore","Oct, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
83,"Rubber belt is not fit ,drum is not rotating . Service also very poor. Worst I got in flipkart","Certified Buyer, Hassan","Oct, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
84,Display problem within one week after installation completed,"Certified Buyer, Samalkot","Oct, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
85,Initially demo and installation was not properly done so I was quite disappointed but they rearranged some other person for same and now I'm happy that I brought this product,"Certified Buyer, Navi Mumbai","Sep, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
86,"Long term review:

Door rubber seal damages once in three months and Rs 1600 for repair as it is not covered under warranty. I also have LG front load 6.5 KG washing machine compared to that samsung is garbage. Dont buy samsung washing machines. I have several samsung products at home like mobiles, watches but samsung washing machines are worst.","Certified Buyer, Narasingapuram Vellore District","Sep, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
87,Product OK. Installation and technical support bad,"Certified Buyer, Nanmanda","Aug, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
88,"Worst customer service and installation from Flipkart/ Jeeves. Jeeves technician doesn't have any knowledge, they didnt installed the rat mesh properly nor even they did the drum calibration. Also they forcible asked me to buy a stand which isn't recommended by Samsung and to top it no invoice provided. Flipkart and Jeeves are cheating customers","Certified Buyer, Bengaluru","Aug, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
89,Vibrate too much and make noise not worthy of its price..now it sound like tractor,"Certified Buyer, Agartala","Aug, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
90,Never buy this product better to go LG top load my money is wasted in this product. Customer service is also poor they are looting customers.,"Certified Buyer, Mumbai","Aug, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
91,I bought this machine on 28july and today is 6 aug they show that they provide free installation but no one came to my house and no one call me ..samsung is good company but their service is very bad so plz go for other brands if u dont want any hectics in life,"Certified Buyer, Rath","Aug, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
92,"Its not worth full for money , not working properly, am fully disappointed, next time don't buy electric goods in flipkart,","Certified Buyer, Narsampet","Jul, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
93,Not working after 2 years,"Certified Buyer, Sri Potti Sriramulu Nellore District","Jun, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
94,Worst product after cleaning it is giving very big sound.dont buy it .waste of money,"Certified Buyer, Hyderabad","May, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
95,This machine does not work on normal tap water pressure. It requires more pressure which requires booster pump which is additional expense apart from machine. I don't recommend anyone to buy this machine. The engineer said to put water manually then why to purchase so expensive machine,"Certified Buyer, Vasai Virar","Apr, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
96,the product was delivered on 24 Mar 22. Very very poor response.keep on calling but no support for installation. Always telling repeated words like sorry sir we are doing our best. Purchase from market only.,"Certified Buyer, Bharatpur District","Mar, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
97,"Machine acts insane if a single extra cloth added to wash. 15 min. Wash do not work that way. Overload or not it takes upto 1 hr. Waste of time, money and water.","Certified Buyer, Navi Mumbai","Mar, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
98,Drum is shaking in 2 years.,"Certified Buyer, Pune","Feb, 2022",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
99,Worst washing machine don't buy,"Certified Buyer, Ponduru","Dec, 2021",1,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (WW80T504DAX1TL)"
100,Product is making loud rattling noise,"Certified Buyer, Pune",9 months ago,1,"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver  (WW70T502NAN1TL)"
101,"Very bad experience with installation.
Product is delivered on 5th oct. And today on 10th oct the status is shown that the installation cancelled.
It's too worst service is providing the flipkart.
Not expected.","Certified Buyer, Vashind","Oct, 2022",1,"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver  (WW70T502NAN1TL)"
102,"The touch pad of the machine has issues from day
Machine stops working in middle very bad experience","Certified Buyer, Mumbai",2 days ago,1,"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver  (WW70T502NAN1TL)"
103,Not satisfied,"Certified Buyer, Vijayawada",10 days ago,1,"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver  (WW70T502NAN1TL)"
104,"After 2 days using having issue of water supply and when I complain to customer care worst response, 1 week happen but still technician not came .... Worst service by samsung plz don't buy... Better go for Other company.","Certified Buyer, Hyderabad",13 days ago,1,"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver  (WW70T502NAN1TL)"
105,"Installation service not handled well, trained professionals should be assigned for this task. In my case they just gone through the display functions, clicked their necessary job photo and went off as they were not able to solve water leakage, tap issue.","Certified Buyer, Hyderabad",13 days ago,1,"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver  (WW70T502NAN1TL)"
106,It stopped working within just 10 days. The drum is not spinning. Bad quality product. Samsung is the worst.,"Certified Buyer, Baleshwar District",16 days ago,1,"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver  (WW70T502NAN1TL)"
