,word,freq
455,rnp,3
456,230513084588,3
457,writing,3
458,express,3
459,extreme,3
460,disappointment,3
461,frustration,3
462,ago,3
463,nothing,3
464,headache,3
465,arrived,3
466,begin,3
467,exhibiting,3
468,shortly,3
469,initial,3
470,show,3
471,deliver,3
472,feature,3
473,cheat,3
474,servicing,3
475,copresser,3
476,osm,3
477,vaivrat,3
478,voltage,3
479,away,3
480,destroy,3
481,thier,3
482,moter,3
483,lound,3
484,popping,3
485,tapping,3
486,something,3
487,comming,3
488,excellent,3
489,hour,3
490,know,3
491,make,3
492,huge,3
493,comparison,3
494,dull,3
495,suggest,3
496,proper,3
497,work,3
498,cheated,3
499,amount,3
500,cheap,3
501,kart,2
502,responsible,2
503,awesome,2
504,indoor,2
505,stars,2
506,50,2
507,neither,2
508,interested,2
509,solving,2
510,touch,2
511,everyday,2
512,aathe,2
513,hai,2
514,ofmoney,2
515,hlw,2
516,gyes,2
517,sir,2
518,old,2
519,several,2
520,website,2
521,receive,2
522,guys,2
523,attitude,2
524,changed,2
525,otherwise,2
526,10days,2
527,updating,2
528,leble,2
529,150,2
530,consuming,2
531,means,2
532,720,2
533,key,2
534,user,2
535,manual,2
536,choice,2
537,accepting,2
538,parts,2
539,placed,2
540,replace,2
541,ond,2
542,boy,2
543,checking,2
544,misbehaviour,2
545,outside,2
546,least,2
547,gas,2
548,yes,2
549,2000,2
550,best,2
551,suggestion,2
552,opend,2
553,first,2
554,abnormal,2
555,start,2
556,accommodated,2
557,press,2
558,button,2
559,move,2
560,height,2
561,create,2
562,l,2
563,g,2
564,responding,2
565,hole,2
566,vibration,2
567,whirlpool,2
568,wet,2
569,fully,2
570,closed,2
571,wiring,2
572,cuted,2
573,mouse,2
574,thin,2
575,wire,2
576,visibily,2
577,connected,2
578,190,2
579,lts,2
580,reviews,2
581,lamp,2
582,happening,2
583,mostly,2
584,refund,2
585,basically,2
586,never,2
587,criticizes,2
588,purchases,2
589,satisfactory,2
590,awful,2
591,everything,2
592,appliance,2
593,priority,2
594,heartbroken,2
595,cant,2
596,sleep,2
597,could,2
598,castmar,2
599,sports,2
600,shatpayd,2
601,charge,2
602,uttar,2
603,pradesh,2
604,partners,2
605,probably,2
606,bear,2
607,instead,2
608,nicely,2
609,30mints,2
610,fresh,2
611,perpect,2
612,setting,2
613,quickly,2
614,completing,2
615,feeling,2
616,sad,2
617,earthquake,2
618,settings,2
619,samall,2
620,unit,2
621,falty,2
622,beast,2
623,providing,2
624,opinion,2
625,dont,2
626,prodect,2
627,leakage,2
628,filp,1
629,went,1
630,suddenly,1
631,fitting,1
632,operation,1
633,operating,1
634,3days,1
635,descending,1
636,frame,1
637,wrost,1
638,loss,1
639,drawer,1
640,contact,1
641,noisy,1
642,taking,1
643,accessories,1
644,3month,1
645,tecnition,1
646,reply,1
647,worrest,1
648,cheaper,1
649,marketplaces,1
650,fit,1
651,finish,1
652,fine,1
653,difficult,1
654,satisfy,1
655,point,1
656,boday,1
657,toooooooooooo,1
658,improve,1
659,costumer,1
660,west,1
661,gone,1
662,arrangement,1
663,comparatively,1
664,must,1
665,disappointing,1
666,feels,1
667,flimsy,1
668,reminds,1
669,footpath,1
670,lunch,1
671,acceptable,1
672,refrigerators,1
673,seem,1
674,match,1
675,strength,1
676,noticeably,1
677,weaker,1
678,toomuch,1
679,hereafter,1
680,curunt,1
681,wastage,1
682,worest,1
683,relocated,1
684,compare,1
685,reforestation,1
686,frize,1
687,provide,1
688,sent,1
689,unresponsive,1
690,oct,1
691,21st,1
692,date,1
693,helping,1
694,us,1
695,share,1
696,feedback,1
697,social,1
698,media,1
699,manufacturer,1
700,iwqnbecommerce,1
701,later,1
702,system,1
703,defect,1
704,responded,1
705,solution,1
706,trust,1
707,people,1
708,n,1
709,fraud,1
710,ur,1
711,avarage,1
712,word,1
713,stand,1
714,crew,1
715,fluctuations,1
716,regarding,1
717,complaints,1
718,made,1
719,near,1
720,surrounding,1
721,frequently,1
722,required,1
723,backside,1
724,accumulated,1
725,vapoursie,1
726,invest,1
727,10k,1
728,frost,1
729,free,1
730,freez,1
731,claim,1
732,totally,1
733,tell,1
734,story,1
735,entertain,1
736,come,1
737,check,1
738,looking,1
739,4,1
740,refridgerator,1
741,definitely,1
742,zero,1
743,matching,1
744,shown,1
745,pics,1
746,flip,1
747,khub,1
748,valo,1
749,okay,1
750,bulb,1
751,fused,1
752,30,1
753,highly,1
754,concerned,1
755,paking,1
756,disbalance,1
757,gud,1
758,defridge,1
